poop_vial_id,field_poop_vial_id,weight_observer,sample_extracted_if_two_samples,date_weighed,mass_extracted_.g.,mass_estimated.,hair_in_feces.,extraction_notes_.contaminants_removed.,other_extraction_notes,extra_fecal_sample.,duplicate_sample.,extracted.,date_of_extraction,extraaction_observer
B3117,,,,,0.053,,,,,,,,,
B3119,,,,,0.054,,,,,,,,,
B3121,,,,2015-11-04,0.053,,N,,,,,,,
B3125,,,,,0.047,,,,,,,,,
B3128,,,,2015-11-07,0.05,,N,bracts removed,,,,,,
B3130,,,,2015-11-05,0.053,,Y,,,,,,,
B3131,,,,2015-11-09,0.053,,N,,,,,,,
B3132,,,,,0.027,,,,,,,,,
B3134,,,,,0.057,,,,,,,,,
B3136,,,,,0.053,,,,,,,,,
B3137,,,,,0.053,,,,,Y,Y,,,
B3139,,,,2015-11-09,0.053,,N,bracts removed,,,,,,
B3140,,,,,0.052,,,,,,,,,
B3141,,,,,0.053,,,,,,,,,
B3143,,,,2015-11-05,0.053,,N,bracts removed,,,,,,
B3145,,,,,0.052,,,,,,,,,
B3150,,,,2015-11-02,0.049,,N,bracts removed,,,,,,
B3152,,,,,0.052,,,,,,,,,
B3154,,,,,0.013,,,,,,,,,
B3156,,,,,0.027,,,,,,,,,
B3158,,,,,0.053,,,,,,,,,
B3159,,,,,0.055,,,,,,,,,
B3161,,,,,0.022,,,,,,,,,
B3162,,,,,0.052,,,,,,,,,
B3164,,,,,0.052,,,,,,,,,
B3168,,,,,0.053,,,,,,,,,
B3171,,,,,0.053,,,,,,,,,
B3174,,,,,0.052,,,,,,,,,
B3176,,,,,0.052,,,,,,,,,
B3180,,,,,0.05,,,,,,,,,
B3181,,,,,0.053,,,,,,,,,
B3183,,,,2015-11-19,0.048,,N,,,,,,,
B3184,,,,,0.052,,,,,,,,,
B3185,,,,,0.052,,,,,,,,,
B3186,,,,,0.011,,,,,,,,,
B3190,,,,,0.055,,,,,,,,,
B3191,,,,2015-11-22,0.021,,N,,,,,,,
B3193,,,,2015-10-30,0.047,,Y,lots of hair,,,,,,
B3196,,,,,0.052,,,,,,,,,
B3201,,,,2015-11-05,0.051,,N,bracts removed,,,,,,
B3202,,,,,0.052,,,,,,,,,
B3204,,,,2015-11-09,0.047,,N,bracts removed,,,,,,
B3209,,,,,0.053,,,,,,,,,
B3212,,,,,0.056,,,,,,,,,
B3213,,,,2015-11-10,0.05,,N,,,,,,,
B3215,,,,2015-11-23,0.038,,N,,,,,,,
B3219,,,,,0.054,,,,,,,,,
B3223,,,,,0.055,,,,,,,,,
B3227,,,,2015-11-09,0.049,,N,,,,,,,
B3229,,,,,0.052,,,,,,,,,
B3237,,,,,0.05,,,,,,,,,
B3239,,,,,0.051,,,,,,,,,
B3240,,,,2015-11-09,0.051,,Y,leaves removed,,,,,,
B3241,,,,2015-11-03,0.049,,Y,grass removed,,,,,,
B3251,,,,,0.054,,,,,,,,,
B3265,,,,,0.048,,,,,,,,,
B3267,,,,,0.055,,,,,,,,,
B3268,,,,,0.053,,,,,,,,,
B3271,,,,2015-11-04,0.047,,N,bracts removed,,,,,,
B3275,,,,2015-10-30,0.048,,Y,bracts removed,,,,,,
B3276,,,,,0.054,,,,,,,,,
B3278,,,,2015-11-10,0.052,,N,grass removed,,,,,,
B3281,,,,,0.054,,,,,,,,,
B3282,,,,,0.052,,,,,,,,,
B3284,,,,2015-11-20,0.049,,N,,,,,,,
B3286,,,,,0.051,,,,,,,,,
B3287,,,,,0.054,,,,,,,,,
B3295,,,,,0.055,,,,,,,,,
B3296,,,,,0.054,,,,,,,,,
B3297,,,,,0.058,,,,,,,,,
B3298,,,,2015-11-02,0.048,,N,bracts removed,,,,,,
B3300,,,,,0.052,,,,,,,,,
B3302,,,,,0.018,,,,,,,,,
B3303,,,,,0.021,,,,,,,,,
B3304,,,,,0.055,,,,,,,,,
B3305,,,,,0.052,,,,,,,,,
B3307,,,,,0.053,,,,,,,,,
B3308,,,,2015-11-09,0.05,,Y,bracts removed,,,,,,
B3310,,,,,0.055,,,,,,,,,
B3314,,,,,0.054,,,,,,,,,
B3318,,,,,0.057,,,,,,,,,
B3320,,,,,0.036,,,,,,,,,
B3321,,,,2015-11-24,0.049,,N,grass removed,,,,,,
B3323,,,,,0.052,,,,,,,,,
B3331,,,,2015-11-09,0.048,,Y,bracts removed,,,,,,
B3339,,,,,0.054,,,,,,,,,
B3340,,,,,0.054,,,,,,,,,
B3344,,,,2015-11-23,0.049,,N,bracts removed,,,,,,
B3345,,,,2015-11-05,0.047,,N,,,,,,,
B3347,,,,,0.054,,,,,,,,,
B3348,,,,2015-11-09,0.052,,N,bract and needles removed,,,,,,
B3355,,,,,0.053,,,,,,,,,
B3358,,,,,0.053,,,,,,,,,
B3359,,,,2015-10-30,0.047,,N,,,,,,,
B3363,,,,,0.048,,,,,,,,,
B3370,,,,2015-11-23,0.05,,N,,,,,,,
B3371,,,,2015-11-20,0.05,,N,,,,,,,
B3376,,,,2015-11-24,0.051,,N,grass removed,,,,,,
B3377,,,,,0.052,,,,,,,,,
B3380,,,,,0.052,,,,,,,,,
B3381,,,,,0.051,,,,,,,,,
B3382,,,,,0.055,,,,,,,,,
B3392,,,,,0.057,,,,,,,,,
B3398,,,,,0.056,,,,,,,,,
B3405,,,,,0.055,,,,,,,,,
B3407,,,,,0.053,,,,,,,,,
B3409,,,,,0.052,,,,,,,,,
B3414,,,,,0.053,,,,,,,,,
B3415,,,,,0.051,,,,,,,,,
B3418,,,,,0.053,,,,,,,,,
B3428,,,,2015-11-19,0.016,,N,,,,,,,
B3457,,,,2015-11-24,0.047,,N,,,,,,,
B3465,,,,,0.057,,,,,,,,,
B3467,,,,2015-12-01,0.05,,N,,,,,,,
B3470,,,,2015-11-24,0.05,,N,,,,,,,
B3474,,,,,0.062,,,,,,,,,
B3475,,,,2015-11-24,0.05,,N,,,,,,,
B3476,,,,2015-12-17,0.049,,N,bracts removed,,,,,,
B3494,,,,2015-12-01,0.052,,N,,,,,,,
B3500,,,,,0.058,,,,,,,,,
B3502,,,,,0.053,,,,,,,,,
B3505,,,,2015-12-15,0.049,,N,,,,,,,
B3506,,,,,0.055,,,,,,,,,
B3507,,,,,0.052,,,,,,,,,
B3511,,,,2015-12-01,0.038,,N,,,,,,,
B3518,,,,2015-12-16,0.05,,Y,bract and needles removed,,,,,,
B3522,,,,2015-12-01,0.038,,N,,,,,,,
B3523,,,,,0.054,,,,,,,,,
B3526,,,,2015-12-01,0.053,,N,,,,,,,
B3532,,,,,0.052,,,,,,,,,
B3536,,,,2015-12-01,0.049,,N,,,,,,,
B3538,,,,,0.063,,,,,,,,,
B3539,,,,2015-12-15,0.054,,N,,,,,,,
B3542,,,,2015-12-15,0.047,,N,,,,,,,
B3543,,,,,0.052,,,,,,,,,
B3549,,,,,0.053,,,,,,,,,
B3550,,,,2015-12-01,0.049,,N,,,,,,,
B3551,,,,,0.052,,,,,,,,,
B3553,,,,2015-11-30,0.024,,N,,,,,,,
B3556,,,,2015-11-30,0.05,,N,bracts removed,,,,,,
B3558,,,,2015-12-17,0.051,,Y,bract and needles removed,,,,,,
B3559,,,,,0.056,,,,,,,,,
B3567,,,,,0.039,,,,,,,,,
B3573,,,,,0.058,,,,,,,,,
B3581,,,,2015-12-15,0.054,,N,bracts removed,,,,,,
B3594,,,,2015-11-24,0.003,,N,,,,,,,
B3597,,,,,0.053,,,,,,,,,
B3598,,,,,0.051,,,,,,,,,
B3601,,,,2015-11-24,0.047,,N,,,,,,,
B3602,,,,,0.053,,,,,,,,,
B3605,,,,2015-11-23,0.046,,N,bracts removed,,,,,,
B3608,,,,,0.052,,,,,,,,,
B3617,,,,2015-12-15,0.049,,N,needles removed,,,,,,
B3618,,,,,0.007,,,,,,,,,
B3625,,,,,0.053,,,,,,,,,
B3629,,,,2015-11-24,0.048,,N,grass removed,,,,,,
B3633,,,,,0.055,,,,,,,,,
B3636,,,,2015-11-24,0.049,,N,needles removed,,,,,,
B3637,,,,,0.054,,,,,,,,,
B3638,,,,2015-12-01,0.05,,N,,,,,,,
B3643,,,,,0.051,,,,,,,,,
B3645,,,,,0.05,,,,,,,,,
B3646,,,,,0.052,,,,,,,,,
B3647,,,,2015-11-20,0.047,,N,,,,,,,
B3648,,,,2015-11-23,0.053,,N,needles removed,,,,,,
B3652,,,,2015-11-23,0.048,,Y,bract and leaves removed,,,,,,
B3655,,,,,0.054,,,,,,,,,
B3660,,,,,0.053,,,,,,,,,
B3663,,,,2015-11-22,0.053,,N,,,,,,,
B3664,,,,,0.057,,,,,,,,,
B3665,,,,,0.053,,,,,,,,,
B3666,,,,,0.052,,,,,,,,,
B3667,,,,,0.053,,,,,,,,,
B3668,,,,,0.055,,,,,,,,,
B3669,,,,,0.063,,,,,,,,,
B3670,,,,,0.055,,,,,,,,,
B3672,,,,,0.057,,,,,,,,,
B3676,,,,,0.051,,,,,,,,,
B3679,,,,,0.025,,,,,,,,,
B3680,,,,,0.051,,,,,,,,,
B3681,,,,,0.053,,,,,,,,,
B3684,,,,,0.055,,,,,,,,,
B3687,,,,,0.056,,,,,,,,,
B3695,,,,,0.052,,,,,,,,,
B3698,,,,2015-11-22,0.046,,N,,,,,,,
B3699,,,,,0.056,,,,,,,,,
B3704,,,,2015-11-30,0.047,,N,,,,,,,
B3718,,,,2015-12-01,0.034,,N,,,,,,,
B3719,,,,,0.053,,,,,,,,,
B3721,,,,,0.055,,,,,,,,,
B3722,,,,,0.055,,,,,,,,,
B3728,,,,2015-11-24,0.05,,N,bracts removed,,,,,,
B3729,,,,2015-12-01,0.053,,N,,,,,,,
B3730,,,,2015-11-30,0.042,,N,,,,,,,
B3732,,,,,0.055,,,,,,,,,
B3733,,,,,0.058,,,,,,,,,
B3734,,,,2015-11-20,0.048,,N,,,,,,,
B3736,,,,2015-11-23,0.051,,Y,bract and needles removed,,,,,,
B3737,,,,2015-12-01,0.052,,N,,,,,,,
B3741,,,,,0.055,,,,,,,,,
B3753,,,,,0.056,,,,,,,,,
B3756,,,,,0.05,,,,,,,,,
B3760,,,,,0.051,,,,,,,,,
B3763,,,,2015-12-01,0.053,,N,,,,,,,
B3764,,,,,0.053,,,,,,,,,
B3769,,,,,0.056,,,,,,,,,
B3783,,,,,0.058,,,,,,,,,
B3785,,,,,0.053,,,,,,,,,
B3788,,,,2015-12-01,0.048,,N,,,,,,,
B3792,,,,,0.052,,,,,,,,,
B3805,,,,,0.056,,,,,,,,,
B3811,,,,2015-11-24,0.05,,N,grass removed,,,,,,
B3813,,,,2015-12-01,0.033,,N,bracts removed,,,,,,
B3814,,,,,0.052,,,,,,,,,
B3826,,,,2015-11-30,0.011,,N,,,,,,,
B3829,,,,2015-11-23,0.05,,N,bracts removed,,,,,,
B3831,,,,2015-12-16,0.05,,N,bracts removed,,,,,,
B3832,,,,,0.05,,,,,,,,,
B3834,,,,,0.052,,,,,,,,,
B3838,,,,,0.056,,,,,,,,,
B3841,,,,,0.057,,,,,,,,,
B3842,,,,2015-11-24,0.049,,N,,,,,,,
B3843,,,,,0.025,,,,,,,,,
B3845,,,,2015-12-01,0.049,,N,needles removed,,,,,,
B3850,,,,,0.052,,,,,,,,,
B3851,,,,2015-11-24,0.047,,N,,,,,,,
B3853,,,,2015-11-23,0.051,,N,,,,,,,
B3857,,,,2015-11-24,0.051,,N,,,,,,,
B3859,,,,,0.055,,,,,,,,,
B3860,,,,2015-11-23,0.053,,N,bract and leaves removed,,,Y,,,
B3863,,,,2015-12-01,0.052,,N,,,,,,,
B3864,,,,,0.051,,,,,,,,,
B3867,,,,2015-11-23,0.0499,,N,,,,,,,
B3873,,,,,0.053,,,,,,,,,
B3875,,,,2015-11-23,0.05,,N,,,,,,,
B3876,,,,,0.057,,,,,,,,,
B3877,,,,2015-12-16,0.051,,N,bract and needles removed,,,Y,,,
B3878,,,,,0.051,,,,,,,,,
B3881,,,,2015-11-19,0.052,,N,,,,,,,
B3882,,,,,0.055,,,,,,,,,
B3886,,,,2015-11-23,0.053,,N,bracts removed,,,,,,
B3888,,,,,0.054,,,,,,,,,
B3891,,,,,0.051,,,,,,,,,
B3896,,,,2015-11-30,0.05,,N,,,,,,,
B3898,,,,2015-11-23,0.052,,N,,,,,,,
B3906,,,,,0.054,,,,,,,,,
B3909,,,,2015-11-19,0.053,,Y,,,,,,,
B3911,,,,,0.057,,,,,,,,,
B3912,,,,2015-11-24,0.049,,Y,,,,,,,
B3913,,,,,0.053,,,,,,,,,
B3915,,,,,0.054,,,,,,,,,
B3916,,,,,0.056,,,,,,,,,
B3917,,,,,0.052,,,,,,,,,
B3919,,,,,0.054,,,,,,Y,,,
B3920,,,,,0.054,,,,,,,,,
B3921,,,,2015-11-22,0.053,,N,,,,,,,
B3923,,,,2015-11-30,0.052,,N,,,,,,,
B3926,,,,,0.053,,,,,,,,,
B3928,,,,,0.057,,,,,,,,,
B3930,,,,,0.055,,,,,,,,,
B3932,,,,2015-11-19,0.033,,N,needles removed,,,,,,
B3934,,,,2015-11-24,0.05,,N,,,,Y,,,
B3935,,,,,0.055,,,,,,,,,
B3938,,,,2015-12-01,0.052,,Y,,,,,,,
B3941,,,,2015-11-22,0.053,,N,,,,,,,
B3942,,,,2015-11-20,0.047,,Y,leaves removed,,,,,,
B3944,,,,2015-11-19,0.053,,N,leaves removed,,,,,,
B3948,,,,2015-11-23,0.022,,N,leaves removed,,,,,,
B3951,,,,,0.062,,,,,,,,,
B3952,,,,,0.053,,,,,,,,,
B3953,,,,,0.053,,,,,,,,,
B3954,,,,,0.064,,,,,,,,,
B3956,,,,,0.056,,,,,,,,,
B3957,,,,2015-11-20,0.05,,N,,,,,,,
B3960,,,,,0.046,,,,,,,,,
B3961,,,,,0.054,,,,,,Y,,,
B3963,,,,2015-11-23,0.051,,N,,,,,,,
B3968,,,,2015-11-19,0.05,,N,,,,,,,
B3969,,,,,0.052,,,,,,,,,
B3970,,,,,0.052,,,,,,,,,
B3971,,,,,0.041,,,,,,,,,
B3972,,,,,0.024,,,,,,,,,
B3976,,,,2015-11-23,0.051,,N,leaves removed,,,,,,
B3977,,,,2015-11-24,0.046,,N,needles removed,,,,,,
B3978,,,,,0.057,,,,,,,,,
B3979,,,,,0.051,,,,,,,,,
B3980,,,,,0.055,,,,,,,,,
B3981,,,,2015-11-20,0.049,,N,needles removed,,,,,,
B3984,,,,2015-11-24,0.052,,N,,,,,,,
B3986,,,,,0.058,,,,,,,,,
B3990,,,,,0.052,,,,,,,,,
B3991,,,,2015-11-24,0.056,,,,,,Y,,,
B3992,,,,2015-11-22,0.018,,N,,,,,,,
B3993,,,,2015-12-01,0.051,,,,,,,,,
B3994,,,,,0.052,,,,,,,,,
B3995,,,,2015-11-24,0.04,,N,,,,,,,
B3996,,,,,0.054,,,,,,Y,,,
B3997,,,,,0.044,,,,,,,,,
B4002,,,,,0.058,,,,,,,,,
B4003,,,,2015-11-23,0.052,,N,,,,,,,
B4004,,,,2015-11-23,0.05,,N,,,,,,,
B4005,,,,2015-12-01,0.051,,N,,,,,,,
B4006,,,,2015-11-19,0.046,,N,grass removed,,,,,,
B4007,,,,2015-11-23,0.052,,N,,,,,,,
B4011,,,,2015-11-24,0.049,,N,bract and needles removed,,,,,,
B4015,,,,,0.052,,,,,,,,,
B4017,,,,,0.052,,,,,,,,,
B4020,,,,,0.053,,,,,,,,,
B4024,,,,2015-11-22,0.053,,N,,,,,,,
B4025,,,,2015-11-19,0.052,,N,,,,,,,
B4033,,,,,0.053,,,,,,,,,
B4035,,,,,0.053,,,,,,,,,
B4036,,,,2015-12-01,0.048,,N,bract and leaves removed,,,,,,
B4039,,,,,0.062,,,,,,,,,
B4040,,,,,0.053,,,,,,,,,
B4041,,,,2015-11-23,0.049,,N,needles removed,,,,,,
B4047,,,,2015-11-23,0.048,,N,,,,,,,
B4048,,,,2015-11-22,0.045,,N,,,,,,,
B4052,,,,2015-11-24,0.048,,N,,,,Y,,,
B4053,,,,2015-11-22,0.053,,N,bracts removed,,,,,,
B4057,,,,,0.055,,,,,,,,,
B4058,,,,2015-11-19,0.052,,N,,,,,,,
B4061,,,,,0.054,,,,,,,,,
B4063,,,,2015-12-15,0.048,,N,,,,,,,
B4064,,,,2015-12-16,0.05,,Y,,,,,,,
B4066,,,,2015-11-24,0.052,,N,,,,,,,
B4067,,,,2015-12-15,0.053,,N,,,,,,,
B4068,,,,2015-11-23,0.052,,N,,,,,,,
B4070,,,,,0.054,,,,,,,,,
B4071,,,,2015-11-19,0.052,,N,bracts removed,,,,,,
B4073,,,,,0.052,,,,,,,,,
B4076,,,,2015-11-20,0.052,,N,bracts removed,,,,,,
B4078,,,,2015-11-23,0.045,,N,,,,Y,,,
B4078,,,,2015-12-16,0.049,,Y,"bract, leaf, and needle removed",,,Y,,,
B4081,,,,2015-11-30,0.05,,N,bracts removed,,,,,,
B4082,,,,,0.055,,,,,,,,,
B4086,,,,,0.053,,,,,,,,,
B4087,,,,,0.055,,,,,,,,,
B4089,,,,,0.053,,,,,,,,,
B4091,,,,2015-12-15,0.046,,N,,,,,,,
B4093,,,,2015-12-16,0.051,,N,bract and needles removed,,,Y,,,
B4095,,,,,0.055,,,,,,,,,
B4096,,,,2015-11-20,0.048,,N,bract and needles removed,,,,,,
B4098,,,,2015-11-30,0.05,,N,,,,,,,
B4099,,,,2015-11-22,0.051,,N,,,,,,,
B4101,,,,,0.056,,,,,,,,,
B4104,,,,2015-11-20,0.051,,N,bracts removed,,,,,,
B4108,,,,2015-11-20,0.051,,N,bracts removed,,,,,,
B4114,,,,,0.052,,,,,,,,,
B4116,,,,,0.053,,,,,,,,,
B4123,,,,,0.053,,,,,,,,,
B4127,,,,,0.052,,,,,,,,,
B4133,,,,2015-11-23,0.053,,N,leaves removed,,,,,,
B4142,,,,2015-11-19,0.051,,N,bracts removed,,,,,,
B4149,,,,,0.045,,,,,,,,,
B4154,,,,,0.057,,,,,,,,,
B4156,,,,,0.054,,,,,,,,,
B4170,,,,2015-11-19,0.022,,N,,,,,,,
B4174,,,,2015-11-23,0.052,,N,,,,,,,
B4180,,,,2015-11-20,0.052,,N,,,,,,,
B4183,,,,,0.054,,,,,,,,,
B4189,,,,,0.056,,,,,,,,,
B4194,,,,,0.014,,,,,,,,,
B4201,,,,2015-11-20,0.052,,N,leaves removed,,,,,,
B4206,,,,2015-11-19,0.052,,N,,,,,,,
B4207,,,,2015-11-19,0.05,,N,grass removed,,,,,,
B4211,,,,2015-11-19,0.053,,N,,,,,,,
B4212,,,,2015-11-23,0.031,,N,bract and grass removed,,,,,,
B4219,,,,,0.053,,,,,,Y,,,
B4220,,,,,0.053,,,,,,,,,
B4225,,,,,0.051,,,,,,,,,
B4230,,,,,0.054,,,,,,,,,
B4237,,,,2015-11-24,0.048,,N,needles removed,,,,,,
B4243,,,,2015-11-19,0.051,,N,,,,,,,
B4247,,,,2015-11-23,0.046,,N,,,,,,,
B4255,,,,2015-11-19,0.054,,N,,,,,,,
B4259,,,,2015-12-01,0.052,,N,,,,,,,
B4265,,,,,0.039,,,,,,,,,
B4272,,,,,0.061,,,,,,,,,
B4277,,,,2015-11-23,0.047,,N,,,,,,,
B4279,,,,2015-11-23,0.053,,N,,,,,,,
B4284,,,,,0.055,,,,,,,,,
B4285,,,,,0.056,,,,,,,,,
B4294,,,,,0.054,,,,,,,,,
B4300,,,,2015-11-23,0.054,,N,,,,,,,
B4301,,,,2015-11-23,0.052,,Y,needles removed,,,,,,
B4302,,,,,0.056,,,,,,,,,
B4307,,,,2015-11-19,0.047,,N,grass removed,,,,,,
B4316,,,,2015-11-23,0.053,,N,bracts removed,,,,,,
B4318,,,,,0.052,,,,,,,,,
B4332,,,,2015-11-22,0.051,,N,,,,,,,
B4334,,,,,0.056,,,,,,,,,
B4341,,,,2015-11-20,0.048,,N,,,,,,,
B4342,,,,,0.056,,,,,,,,,
B4343,,,,,0.05,,,,,,,,,
B4345,,,,,0.054,,,,,,,,,
B4349,,,,2015-11-19,0.05,,N,,,,,,,
B4352,,,,,0.05,,,,,,,,,
B4355,,,,,0.055,,,,,,,,,
B4364,,,,,0.055,,,,,,,,,
B4371,,,,,0.054,,,,,,,,,
B4388,,,,,0.051,,,,,,,,,
B4394,,,,,0.052,,,,,,,,,
B4396,,,,2015-11-20,0.05,,N,grass removed,,,,,,
B4397,,,,2015-11-24,0.039,,N,,,,,,,
B4400,,,,,0.052,,,,,,,,,
B4401,,,,2015-11-19,0.05,,N,leaves removed,,,,,,
B4408,,,,2015-12-01,0.011,,N,,,,,,,
B4410,,,,,0.054,,,,,,,,,
B4416,,,,,0.055,,,,,,,,,
B4418,,,,,0.053,,,,,,,,,
B4428,,,,,0.052,,,,,,,,,
B4430,,,,,0.054,,,,,,,,,
B4432,,,,,0.021,,,,,,,,,
B4434,,,,2015-11-23,0.0502,,N,needles removed,,,,,,
B4435,,,,,0.037,,,,,,,,,
B4440,,,,2015-11-30,0.05,,N,,,,,,,
B4443,,,,,0.052,,,,,,,,,
B4444,,,,2015-12-16,0.051,,N,,,,,,,
B4450,,,,,0.04,,,,,,,,,
B4452,,,,,0.056,,,,,,,,,
B4453,,,,2015-11-20,0.05,,N,needles removed,,,,,,
B4459,,,,,0.054,,,,,,,,,
B4461,,,,2015-11-23,0.052,,N,bracts removed,,,,,,
B4462,,,,,0.051,,,,,,,,,
B4463,,,,2015-11-19,0.052,,N,,,,,,,
B4465,,,,,0.055,,,,,,,,,
B4468,,,,,0.052,,,,,,,,,
B4471,,,,2015-11-23,0.047,,N,,,,,,,
B4478,,,,2015-11-23,0.05,,N,,,,,,,
B4486,,,,,0.052,,,,,,,,,
B4488,,,,,0.053,,,,,,,,,
B4494,,,,,0.05,,,,,,,,,
B4495,,,,,0.057,,,,,,,,,
B4497,,,,,0.051,,,,,,,,,
B4503,,,,,0.054,,,,,,,,,
B4506,,,,,0.051,,,,,,,,,
B4507,,,,2015-11-20,0.054,,N,,,,,,,
B4509,,,,2015-11-22,0.046,,N,grass removed,,,,,,
B4511,,,,2015-11-22,0.052,,N,,,,,,,
B4515,,,,2015-11-20,0.058,,N,bract and leaves removed,,,,,,
B4516,,,,,0.057,,,,,,,,,
B4518,,,,2015-11-20,0.05,,N,bracts removed,,,,,,
B4521,,,,2015-12-14,0.051,,Y,bract and grass removed,,,,,,
B4529,,,,,0.056,,,,,,,,,
B4532,,,,,0.054,,,,,,,,,
B4533,,,,2015-11-19,0.05,,Y,needles removed,,,,,,
B4539,,,,2015-11-23,0.059,,N,,,,,,,
B4543,,,,,0.055,,,,,,,,,
B4545,,,,,0.053,,,,,,,,,
B4547,,,,,0.055,,,,,,,,,
B4551,,,,2015-11-23,0.048,,N,,,,,,,
B4560,,,,2015-11-20,0.048,,N,,,,,,,
B4563,,,,2015-11-23,0.05,,N,bracts removed,,,,,,
B4566,,,,2015-11-24,0.05,,N,,,,,,,
B4569,,,,2015-12-01,0.05,,N,,,,,,,
B4580,,,,,0.053,,,,,,,,,
B4581,,,,2015-11-20,0.051,,N,bracts removed,,,,,,
B4583,,,,,0.056,,,,,,,,,
B4585,,,,2015-11-23,0.051,,N,leaves removed,,,,,,
B4592,,,,2015-11-19,0.05,,N,leaves removed,,,,,,
B4597,,,,,0.053,,,,,,,,,
B4598,,,,,0.053,,,,,,,,,
C0004,,,,,0.058,,,,,,,,,
C0005,,,,,0.05,,,,,,,,,
C0006,,,,,0.053,,,,,,,,,
C0011,,,,,0.054,,,,,,,,,
C0012,,,,,0.054,,,,,,,,,
C0013,,,,,0.053,,,,,,,,,
C0014,,,,2015-11-30,0.052,,Y,,,,,,,
C0015,,,,,0.053,,,,,,,,,
C0019,,,,2015-12-01,0.052,,N,,,,,,,
C0023,,,,2015-12-01,0.054,,N,bracts removed,,,,,,
C0026,,,,,0.033,,,,,,,,,
C0027,,,,2015-11-24,0.048,,N,,,,,,,
C0028,,,,,0.056,,,,,,,,,
C0029,,,,,0.05,,,,,,,,,
C0030,,,,,0.047,,,,,,,,,
C0034,,,,2015-11-24,0.05,,Y,,,,,,,
C0037,,,,,0.05,,,,,,,,,
C0039,,,,,0.058,,,,,,,,,
C0041,,,,,0.053,,,,,,,,,
C0044,,,,,0.053,,,,,,,,,
C0045,,,,,0.053,,,,,,,,,
C0047,,,,,0.052,,,,,,,,,
C0048,,,,,0.054,,,,,,,,,
C0050,,,,,0.055,,,,,,,,,
C0054,,,,,0.054,,,,,,,,,
C0056,,,,,0.052,,,,,,,,,
C0058,,,,2015-12-01,0.052,,N,,,,,,,
C0062,,,,,0.052,,,,,,,,,
C0063,,,,2015-12-01,0.049,,N,,,,,,,
C0064,,,,2015-11-24,0.05,,N,leaves removed,,,,,,
C0067,,,,2015-12-01,0.05,,Y,,,,,,,
C0068,,,,,0.054,,,,,,,,,
C0071,,,,2015-12-01,0.042,,N,,,,,,,
C0073,,,,,0.051,,,,,,,,,
C0074,,,,,0.052,,,,,,,,,
C0075,,,,,0.054,,,,,,,,,
C0080,,,,2015-12-01,0.05,,N,,,,,,,
C0081,,,,2015-11-30,0.05,,Y,bracts removed,,,,,,
C0082,,,,,0.056,,,,,,,,,
C0089,,,,,0.057,,,,,,,,,
C0091,,,,,0.057,,,,,,,,,
C0093,,,,,0.052,,,,,,,,,
C0094,,,,2015-11-24,0.05,,Y,,,,,,,
C0095,,,,,0.052,,,,,,,,,
C0096,,,,,0.056,,,,,,,,,
C0098,,,,,0.053,,,,,,,,,
C0101,,,,2015-11-24,0.051,,N,,,,,,,
C0102,,,,2015-12-01,0.051,,Y,gunk removed,,,,,,
C0103,,,,,0.055,,,,,,,,,
C0104,,,,2015-11-24,0.048,,Y,bracts removed,,,,,,
C0108,,,,2015-11-24,0.033,,N,,,,,,,
C0111,,,,2015-11-30,0.047,,N,,,,,,,
C0113,,,,,0.055,,,,,,,,,
C0114,,,,,0.05,,,,,,,,,
C0115,,,,,0.051,,,,,,,,,
C0117,,,,2015-11-30,0.05,,Y,,,,,,,
C0121,,,,,0.051,,,,,,,,,
C0124,,,,,0.056,,,,,,,,,
C0125,,,,2015-11-30,0.05,,N,,,,,,,
C0126,,,,,0.057,,,,,,,,,
C0127,,,,,0.054,,,,,,,,,
C0128,,,,2015-12-01,0.054,,N,bracts removed,,,,,,
C0131,,,,,0.053,,,,,,,,,
C0133,,,,,0.054,,,,,,,,,
C0135,,,,,0.053,,,,,,,,,
C0137,,,,2015-12-16,0.05,,N,,,,,,,
C0138,,,,2015-11-24,0.05,,N,needles removed,,,,,,
C0140,,,,,0.052,,,,,,Y,,,
C0143,,,,,0.053,,,,,,,,,
C0144,,,,,0.057,,,,,,,,,
C0145,,,,2015-12-01,0.048,,N,bracts removed,,,,,,
C0147,,,,2015-12-01,0.052,,N,,,,,,,
C0148,,,,2015-11-30,0.051,,N,,,,,,,
C0151,,,,,0.052,,,,,,,,,
C0153,,,,,0.053,,,,,,,,,
C0155,,,,2015-12-01,0.048,,N,bracts removed,,,,,,
C0156,,,,,0.055,,,,,,,,,
C0160,,,,,0.05,,,,,,,,,
C0162,,,,2015-12-01,0.053,,N,,,,,,,
C0166,,,,2015-12-01,0.05,,N,,,,,,,
C0167,,,,,0.052,,,,,,,,,
C0168,,,,,0.054,,,,,,,,,
C0170,,,,,0.053,,,,,,,,,
C0171,,,,2015-11-24,0.051,,N,leaves removed,,,,,,
C0174,,,,2015-11-24,0.044,,N,,,,,,,
C0175,,,,,0.054,,,,,,,,,
C0176,,,,,0.057,,,,,,,,,
C0178,,,,,0.056,,,,,,,,,
C0180,,,,,0.057,,,,,,,,,
C0182,,,,,0.051,,,,,,,,,
C0183,,,,,0.053,,,,,,,,,
C0191,,,,2015-11-30,0.03,,N,bracts removed,,,,,,
C0192,,,,,0.052,,,,,,,,,
